,n_variables,adjusted_r2,intercept,sum of squares,vars,,,,
768,4,0.982875032,-0.96539771,2697.948407,"('nptw', 'nstud', 'nfem', 'nmale')",,,,
769,4,0.967907576,2.508756612,5055.992318,"('nptw', 'nstud', 'nfem', 'nchild')",,,,
770,4,0.952960881,3.300997948,7410.765423,"('nptw', 'nstud', 'nfem', 'n65+')",,,,
771,4,0.981718523,-1.427201524,2880.15031,"('nptw', 'nstud', 'nmale', 'nchild')",,,,
772,4,0.981237436,-1.491549537,2955.943113,"('nptw', 'nstud', 'nmale', 'n65+')",,,,
773,4,0.87985768,4.294466993,18927.78954,"('nptw', 'nstud', 'nchild', 'n65+')",,,,
774,4,0.983689189,-1.248086982,2569.682354,"('nptw', 'nfem', 'nmale', 'nchild')",,,,
775,4,0.973017043,-2.876591538,4251.022764,"('nptw', 'nfem', 'nmale', 'n65+')",,,,
776,4,0.970283792,2.201186452,4681.631934,"('nptw', 'nfem', 'nchild', 'n65+')",,,,
777,4,0.97824285,-2.222276846,3427.724382,"('nptw', 'nmale', 'nchild', 'n65+')",,,,
778,4,0.980994108,-1.289960466,2994.278122,"('nwah', 'nstud', 'nfem', 'nmale')",,,,
779,4,0.967377229,2.294134632,5139.545768,"('nwah', 'nstud', 'nfem', 'nchild')",,,,
780,4,0.951703862,3.044366166,7608.802106,"('nwah', 'nstud', 'nfem', 'n65+')",,,,
781,4,0.977338371,-2.485042264,3570.220208,"('nwah', 'nstud', 'nmale', 'nchild')",,,,
782,4,0.976701567,-2.548447505,3670.54529,"('nwah', 'nstud', 'nmale', 'n65+')",,,,
783,4,0.840631923,0.634493997,25107.60084,"('nwah', 'nstud', 'nchild', 'n65+')",,,,
784,4,0.983845841,-1.091147188,2545.002681,"('nwah', 'nfem', 'nmale', 'nchild')",,,,
785,4,0.9727301,-2.584092991,4296.229124,"('nwah', 'nfem', 'nmale', 'n65+')",,,,
786,4,0.970210832,2.316941646,4693.126442,"('nwah', 'nfem', 'nchild', 'n65+')",,,,
787,4,0.976740019,-2.647878305,3664.487386,"('nwah', 'nmale', 'nchild', 'n65+')",,,,
788,4,0.986068955,-0.908692255,2194.762811,"('nstud', 'nfem', 'nmale', 'nchild')",,,,
789,4,0.985923803,-0.983572615,2217.630599,"('nstud', 'nfem', 'nmale', 'n65+')",,,,
790,4,0.971840276,2.743874885,4436.416186,"('nstud', 'nfem', 'nchild', 'n65+')",,,,
791,4,0.977750956,-2.586763883,3505.219659,"('nstud', 'nmale', 'nchild', 'n65+')",,,,
792,4,0.987123474,-0.910016149,2028.628793,"('nfem', 'nmale', 'nchild', 'n65+')",,,,
793,5,0.994617335,-0.000165878,828.7376084,"('dwtype', 'npers', 'nveh', 'nlic', 'nftw')",,,,
794,5,0.986615327,0.274081011,2060.760062,"('dwtype', 'npers', 'nveh', 'nlic', 'nptw')",,,,
795,5,0.988413157,0.35830292,1783.958705,"('dwtype', 'npers', 'nveh', 'nlic', 'nwah')",,,,
796,5,0.987351119,0.196914202,1947.474421,"('dwtype', 'npers', 'nveh', 'nlic', 'nstud')",,,,
797,5,0.987987974,-0.444464908,1849.42167,"('dwtype', 'npers', 'nveh', 'nlic', 'nfem')",,,,
798,5,0.987806615,-0.406730347,1877.344378,"('dwtype', 'npers', 'nveh', 'nlic', 'nmale')",,,,
799,5,0.987844614,0.16875107,1871.493933,"('dwtype', 'npers', 'nveh', 'nlic', 'nchild')",,,,
800,5,0.992563929,0.843985512,1144.888462,"('dwtype', 'npers', 'nveh', 'nlic', 'n65+')",,,,
801,5,0.994692025,0.458295522,817.2380226,"('dwtype', 'npers', 'nveh', 'nftw', 'nptw')",,,,
802,5,0.99383719,-0.103398288,948.851947,"('dwtype', 'npers', 'nveh', 'nftw', 'nwah')",,,,
803,5,0.993535245,-0.184761043,995.340702,"('dwtype', 'npers', 'nveh', 'nftw', 'nstud')",,,,
804,5,0.993523797,-0.015125362,997.1032347,"('dwtype', 'npers', 'nveh', 'nftw', 'nfem')",,,,
805,5,0.993616994,0.079232086,982.7541649,"('dwtype', 'npers', 'nveh', 'nftw', 'nmale')",,,,
806,5,0.993777189,-0.151828197,958.08993,"('dwtype', 'npers', 'nveh', 'nftw', 'nchild')",,,,
807,5,0.994268351,0.174252396,882.4685345,"('dwtype', 'npers', 'nveh', 'nftw', 'n65+')",,,,
808,5,0.98840747,0.360730163,1784.834263,"('dwtype', 'npers', 'nveh', 'nptw', 'nwah')",,,,
809,5,0.987597717,0.495988901,1909.507225,"('dwtype', 'npers', 'nveh', 'nptw', 'nstud')",,,,
810,5,0.987917467,-0.320442796,1860.27721,"('dwtype', 'npers', 'nveh', 'nptw', 'nfem')",,,,
811,5,0.987750911,-0.271770972,1885.920767,"('dwtype', 'npers', 'nveh', 'nptw', 'nmale')",,,,
812,5,0.987677777,0.184028646,1897.18078,"('dwtype', 'npers', 'nveh', 'nptw', 'nchild')",,,,
813,5,0.992412636,0.58007666,1168.182187,"('dwtype', 'npers', 'nveh', 'nptw', 'n65+')",,,,
814,5,0.989192637,0.283518231,1663.946678,"('dwtype', 'npers', 'nveh', 'nwah', 'nstud')",,,,
815,5,0.98938438,-0.275173956,1634.425148,"('dwtype', 'npers', 'nveh', 'nwah', 'nfem')",,,,
816,5,0.989223591,-0.228496272,1659.180888,"('dwtype', 'npers', 'nveh', 'nwah', 'nmale')",,,,
817,5,0.988696336,0.260460893,1740.359254,"('dwtype', 'npers', 'nveh', 'nwah', 'nchild')",,,,
818,5,0.993309743,0.78511218,1030.059842,"('dwtype', 'npers', 'nveh', 'nwah', 'n65+')",,,,
819,5,0.988352063,-0.489849903,1793.364905,"('dwtype', 'npers', 'nveh', 'nstud', 'nfem')",,,,
820,5,0.988156961,-0.434188852,1823.403689,"('dwtype', 'npers', 'nveh', 'nstud', 'nmale')",,,,
821,5,0.988236994,0.013741801,1811.081395,"('dwtype', 'npers', 'nveh', 'nstud', 'nchild')",,,,
822,5,0.993470206,0.627412617,1005.354241,"('dwtype', 'npers', 'nveh', 'nstud', 'n65+')",,,,
823,5,0.988284731,-0.376148281,1803.731706,"('dwtype', 'npers', 'nveh', 'nfem', 'nmale')",,,,
824,5,0.988213863,-0.392505475,1814.642798,"('dwtype', 'npers', 'nveh', 'nfem', 'nchild')",,,,
825,5,0.992535155,0.409224848,1149.318607,"('dwtype', 'npers', 'nveh', 'nfem', 'n65+')",,,,
826,5,0.988066959,-0.334030008,1837.260793,"('dwtype', 'npers', 'nveh', 'nmale', 'nchild')",,,,
827,5,0.992507309,0.434004385,1153.60593,"('dwtype', 'npers', 'nveh', 'nmale', 'n65+')",,,,
828,5,0.992873597,0.587800588,1097.210773,"('dwtype', 'npers', 'nveh', 'nchild', 'n65+')",,,,
829,5,0.995372468,0.733405947,712.474113,"('dwtype', 'npers', 'nlic', 'nftw', 'nptw')",,,,
830,5,0.993863766,0.0769525,944.7601182,"('dwtype', 'npers', 'nlic', 'nftw', 'nwah')",,,,
831,5,0.993966209,0.072345488,928.9876782,"('dwtype', 'npers', 'nlic', 'nftw', 'nstud')",,,,
832,5,0.993928109,0.245090686,934.8536793,"('dwtype', 'npers', 'nlic', 'nftw', 'nfem')",,,,
833,5,0.994016412,0.321761225,921.2581611,"('dwtype', 'npers', 'nlic', 'nftw', 'nmale')",,,,
834,5,0.994001662,0.074517842,923.5290715,"('dwtype', 'npers', 'nlic', 'nftw', 'nchild')",,,,
835,5,0.994510514,0.376044571,845.1841956,"('dwtype', 'npers', 'nlic', 'nftw', 'n65+')",,,,
836,5,0.987703425,0.505620535,1893.231964,"('dwtype', 'npers', 'nlic', 'nptw', 'nwah')",,,,
837,5,0.987387932,0.610077318,1941.806569,"('dwtype', 'npers', 'nlic', 'nptw', 'nstud')",,,,
838,5,0.987503272,-0.112561238,1924.048317,"('dwtype', 'npers', 'nlic', 'nptw', 'nfem')",,,,
839,5,0.987351041,-0.068751149,1947.48654,"('dwtype', 'npers', 'nlic', 'nptw', 'nmale')",,,,
840,5,0.987493654,0.348871837,1925.529209,"('dwtype', 'npers', 'nlic', 'nptw', 'nchild')",,,,
841,5,0.992117075,0.797473963,1213.687959,"('dwtype', 'npers', 'nlic', 'nptw', 'n65+')",,,,
842,5,0.988333219,0.324515233,1796.26617,"('dwtype', 'npers', 'nlic', 'nwah', 'nstud')",,,,
843,5,0.988333431,-0.10623953,1796.233677,"('dwtype', 'npers', 'nlic', 'nwah', 'nfem')",,,,
844,5,0.988185517,-0.054639892,1819.007107,"('dwtype', 'npers', 'nlic', 'nwah', 'nmale')",,,,
845,5,0.988005982,0.308194358,1846.648985,"('dwtype', 'npers', 'nlic', 'nwah', 'nchild')",,,,
846,5,0.992641184,0.898129613,1132.993947,"('dwtype', 'npers', 'nlic', 'nwah', 'n65+')",,,,
847,5,0.987843679,-0.30666271,1871.637911,"('dwtype', 'npers', 'nlic', 'nstud', 'nfem')",,,,
848,5,0.987661441,-0.253342271,1899.695997,"('dwtype', 'npers', 'nlic', 'nstud', 'nmale')",,,,
849,5,0.988012233,0.150015695,1845.686517,"('dwtype', 'npers', 'nlic', 'nstud', 'nchild')",,,,
850,5,0.993247087,0.814253514,1039.706568,"('dwtype', 'npers', 'nlic', 'nstud', 'n65+')",,,,
851,5,0.987811097,-0.22222652,1876.654314,"('dwtype', 'npers', 'nlic', 'nfem', 'nmale')",,,,
852,5,0.987887528,-0.193018412,1864.886643,"('dwtype', 'npers', 'nlic', 'nfem', 'nchild')",,,,
853,5,0.992251925,0.60957477,1192.925926,"('dwtype', 'npers', 'nlic', 'nfem', 'n65+')",,,,
854,5,0.987758573,-0.138027295,1884.741159,"('dwtype', 'npers', 'nlic', 'nmale', 'nchild')",,,,
855,5,0.992230167,0.63001126,1196.275843,"('dwtype', 'npers', 'nlic', 'nmale', 'n65+')",,,,
856,5,0.992846137,0.781306924,1101.438528,"('dwtype', 'npers', 'nlic', 'nchild', 'n65+')",,,,
857,5,0.994881502,0.438254251,788.0653502,"('dwtype', 'npers', 'nftw', 'nptw', 'nwah')",,,,
858,5,0.994460206,0.172804809,852.9298235,"('dwtype', 'npers', 'nftw', 'nptw', 'nstud')",,,,
859,5,0.99445356,0.211116963,853.9530334,"('dwtype', 'npers', 'nftw', 'nptw', 'nfem')",,,,
860,5,0.994488803,0.264698163,848.5268293,"('dwtype', 'npers', 'nftw', 'nptw', 'nmale')",,,,
861,5,0.995056073,0.348890718,761.1876005,"('dwtype', 'npers', 'nftw', 'nptw', 'nchild')",,,,
862,5,0.994716217,0.313421983,813.5132978,"('dwtype', 'npers', 'nftw', 'nptw', 'n65+')",,,,
863,5,0.993796437,-0.034647957,955.1263821,"('dwtype', 'npers', 'nftw', 'nwah', 'nstud')",,,,
864,5,0.993814943,0.144371983,952.2771157,"('dwtype', 'npers', 'nftw', 'nwah', 'nfem')",,,,
865,5,0.993904782,0.226773097,938.4451619,"('dwtype', 'npers', 'nftw', 'nwah', 'nmale')",,,,
866,5,0.994108597,0.101773606,907.0649792,"('dwtype', 'npers', 'nftw', 'nwah', 'nchild')",,,,
867,5,0.994521735,0.365861933,843.4564862,"('dwtype', 'npers', 'nftw', 'nwah', 'n65+')",,,,
868,5,0.993601602,-0.078669075,985.1241029,"('dwtype', 'npers', 'nftw', 'nstud', 'nfem')",,,,
869,5,0.993695166,0.005272076,970.7185217,"('dwtype', 'npers', 'nftw', 'nstud', 'nmale')",,,,
870,5,0.993965675,-0.119480998,929.0698606,"('dwtype', 'npers', 'nftw', 'nstud', 'nchild')",,,,
871,5,0.994314353,0.239753898,875.3859831,"('dwtype', 'npers', 'nftw', 'nstud', 'n65+')",,,,
872,5,0.994560282,0.118154108,837.5215863,"('dwtype', 'npers', 'nftw', 'nfem', 'nmale')",,,,
873,5,0.993811895,-0.026908567,952.7463731,"('dwtype', 'npers', 'nftw', 'nfem', 'nchild')",,,,
874,5,0.994313055,0.292588258,875.585811,"('dwtype', 'npers', 'nftw', 'nfem', 'n65+')",,,,
875,5,0.993877652,0.050282847,942.6222829,"('dwtype', 'npers', 'nftw', 'nmale', 'nchild')",,,,
876,5,0.994360696,0.343650424,868.2507382,"('dwtype', 'npers', 'nftw', 'nmale', 'n65+')",,,,
877,5,0.99431976,0.176381447,874.5533567,"('dwtype', 'npers', 'nftw', 'nchild', 'n65+')",,,,
878,5,0.987281401,1.385333471,1958.208494,"('dwtype', 'npers', 'nptw', 'nwah', 'nstud')",,,,
879,5,0.987280509,0.442534213,1958.345847,"('dwtype', 'npers', 'nptw', 'nwah', 'nfem')",,,,
880,5,0.987183965,0.464014627,1973.210254,"('dwtype', 'npers', 'nptw', 'nwah', 'nmale')",,,,
881,5,0.987641662,0.651022985,1902.741229,"('dwtype', 'npers', 'nptw', 'nwah', 'nchild')",,,,
882,5,0.992168896,1.203726805,1205.709379,"('dwtype', 'npers', 'nptw', 'nwah', 'n65+')",,,,
883,5,0.988496225,0.341178333,1771.169146,"('dwtype', 'npers', 'nptw', 'nstud', 'nfem')",,,,
884,5,0.988370598,0.359641959,1790.511265,"('dwtype', 'npers', 'nptw', 'nstud', 'nmale')",,,,
885,5,0.988561014,0.58259595,1761.194051,"('dwtype', 'npers', 'nptw', 'nstud', 'nchild')",,,,
886,5,0.993429269,1.119587683,1011.657195,"('dwtype', 'npers', 'nptw', 'nstud', 'n65+')",,,,
887,5,0.987196721,0.276249475,1971.246154,"('dwtype', 'npers', 'nptw', 'nfem', 'nmale')",,,,
888,5,0.988050475,0.080730039,1839.798742,"('dwtype', 'npers', 'nptw', 'nfem', 'nchild')",,,,
889,5,0.992184064,0.755399483,1203.374068,"('dwtype', 'npers', 'nptw', 'nfem', 'n65+')",,,,
890,5,0.987934891,0.11462407,1857.59446,"('dwtype', 'npers', 'nptw', 'nmale', 'nchild')",,,,
891,5,0.992167924,0.765292357,1205.85908,"('dwtype', 'npers', 'nptw', 'nmale', 'n65+')",,,,
892,5,0.992822445,0.664230743,1105.086334,"('dwtype', 'npers', 'nptw', 'nchild', 'n65+')",,,,
893,5,0.987610638,0.193883822,1907.517826,"('dwtype', 'npers', 'nwah', 'nstud', 'nfem')",,,,
894,5,0.9874521,0.233166585,1931.926986,"('dwtype', 'npers', 'nwah', 'nstud', 'nmale')",,,,
895,5,0.988186357,0.415527488,1818.877675,"('dwtype', 'npers', 'nwah', 'nstud', 'nchild')",,,,
896,5,0.993456073,1.111714665,1007.530323,"('dwtype', 'npers', 'nwah', 'nstud', 'n65+')",,,,
897,5,0.98713663,0.303181521,1980.49813,"('dwtype', 'npers', 'nwah', 'nfem', 'nmale')",,,,
898,5,0.987971126,0.088021143,1852.015589,"('dwtype', 'npers', 'nwah', 'nfem', 'nchild')",,,,
899,5,0.992340311,0.924688457,1179.317678,"('dwtype', 'npers', 'nwah', 'nfem', 'n65+')",,,,
900,5,0.987857658,0.133982206,1869.485566,"('dwtype', 'npers', 'nwah', 'nmale', 'nchild')",,,,
901,5,0.99232889,0.931340586,1181.076014,"('dwtype', 'npers', 'nwah', 'nmale', 'n65+')",,,,
902,5,0.992973031,0.860664431,1081.901426,"('dwtype', 'npers', 'nwah', 'nchild', 'n65+')",,,,
903,5,0.987834309,0.138219184,1873.080436,"('dwtype', 'npers', 'nstud', 'nfem', 'nmale')",,,,
904,5,0.988361424,-0.121160842,1791.923646,"('dwtype', 'npers', 'nstud', 'nfem', 'nchild')",,,,
905,5,0.993298658,0.71290857,1031.766557,"('dwtype', 'npers', 'nstud', 'nfem', 'n65+')",,,,
906,5,0.988235473,-0.066293207,1811.315564,"('dwtype', 'npers', 'nstud', 'nmale', 'nchild')",,,,
907,5,0.993278095,0.738339463,1034.932514,"('dwtype', 'npers', 'nstud', 'nmale', 'n65+')",,,,
908,5,0.993825971,0.602217813,950.5792524,"('dwtype', 'npers', 'nstud', 'nchild', 'n65+')",,,,
909,5,0.988351812,0.062768963,1793.403638,"('dwtype', 'npers', 'nfem', 'nmale', 'nchild')",,,,
910,5,0.992201867,0.776571168,1200.633021,"('dwtype', 'npers', 'nfem', 'nmale', 'n65+')",,,,
911,5,0.992830641,0.622378201,1103.824379,"('dwtype', 'npers', 'nfem', 'nchild', 'n65+')",,,,
912,5,0.992822624,0.648353729,1105.058703,"('dwtype', 'npers', 'nmale', 'nchild', 'n65+')",,,,
913,5,0.995606234,0.396751053,676.4824872,"('dwtype', 'nveh', 'nlic', 'nftw', 'nptw')",,,,
914,5,0.994494353,0.171146194,847.6724149,"('dwtype', 'nveh', 'nlic', 'nftw', 'nwah')",,,,
915,5,0.994737572,0.008093584,810.2253816,"('dwtype', 'nveh', 'nlic', 'nftw', 'nstud')",,,,
916,5,0.994634688,0.114040733,826.0657947,"('dwtype', 'nveh', 'nlic', 'nftw', 'nfem')",,,,
917,5,0.994437262,-0.027296229,856.4623256,"('dwtype', 'nveh', 'nlic', 'nftw', 'nmale')",,,,
918,5,0.994746277,-0.005952609,808.8851241,"('dwtype', 'nveh', 'nlic', 'nftw', 'nchild')",,,,
919,5,0.994384957,0.193199531,864.5154183,"('dwtype', 'nveh', 'nlic', 'nftw', 'n65+')",,,,
920,5,0.98589949,1.378142118,2170.973279,"('dwtype', 'nveh', 'nlic', 'nptw', 'nwah')",,,,
921,5,0.983798239,1.065941767,2494.490624,"('dwtype', 'nveh', 'nlic', 'nptw', 'nstud')",,,,
922,5,0.984524551,1.064483875,2382.664604,"('dwtype', 'nveh', 'nlic', 'nptw', 'nfem')",,,,
923,5,0.98789439,-0.278618101,1863.830127,"('dwtype', 'nveh', 'nlic', 'nptw', 'nmale')",,,,
924,5,0.984249235,0.963148631,2425.053409,"('dwtype', 'nveh', 'nlic', 'nptw', 'nchild')",,,,
925,5,0.985012568,1.982858261,2307.52752,"('dwtype', 'nveh', 'nlic', 'nptw', 'n65+')",,,,
926,5,0.985753582,0.783971103,2193.437857,"('dwtype', 'nveh', 'nlic', 'nwah', 'nstud')",,,,
927,5,0.986650723,0.916128279,2055.310405,"('dwtype', 'nveh', 'nlic', 'nwah', 'nfem')",,,,
928,5,0.989224578,-0.308407729,1659.02894,"('dwtype', 'nveh', 'nlic', 'nwah', 'nmale')",,,,
929,5,0.987021669,0.631203109,1998.198019,"('dwtype', 'nveh', 'nlic', 'nwah', 'nchild')",,,,
930,5,0.984787298,1.395283313,2342.211082,"('dwtype', 'nveh', 'nlic', 'nwah', 'n65+')",,,,
931,5,0.98433436,0.851433042,2411.94732,"('dwtype', 'nveh', 'nlic', 'nstud', 'nfem')",,,,
932,5,0.98796274,-0.587904563,1853.306777,"('dwtype', 'nveh', 'nlic', 'nstud', 'nmale')",,,,
933,5,0.983973338,0.62001263,2467.531773,"('dwtype', 'nveh', 'nlic', 'nstud', 'nchild')",,,,
934,5,0.985873439,1.204930378,2174.984243,"('dwtype', 'nveh', 'nlic', 'nstud', 'n65+')",,,,
935,5,0.98779216,-0.421822161,1879.56996,"('dwtype', 'nveh', 'nlic', 'nfem', 'nmale')",,,,
936,5,0.984321061,0.858962382,2413.994776,"('dwtype', 'nveh', 'nlic', 'nfem', 'nchild')",,,,
937,5,0.989357208,1.774397246,1638.608562,"('dwtype', 'nveh', 'nlic', 'nfem', 'n65+')",,,,
938,5,0.98784861,-0.538210558,1870.878741,"('dwtype', 'nveh', 'nlic', 'nmale', 'nchild')",,,,
939,5,0.99136323,-0.141092772,1329.753135,"('dwtype', 'nveh', 'nlic', 'nmale', 'n65+')",,,,
940,5,0.987449486,1.192724109,1932.329443,"('dwtype', 'nveh', 'nlic', 'nchild', 'n65+')",,,,
941,5,0.994770388,0.280063908,805.1728388,"('dwtype', 'nveh', 'nftw', 'nptw', 'nwah')",,,,
942,5,0.994697576,0.457431945,816.3832559,"('dwtype', 'nveh', 'nftw', 'nptw', 'nstud')",,,,
943,5,0.99459795,0.282756444,831.7221845,"('dwtype', 'nveh', 'nftw', 'nptw', 'nfem')",,,,
944,5,0.994768758,0.633429109,805.4238633,"('dwtype', 'nveh', 'nftw', 'nptw', 'nmale')",,,,
945,5,0.994521961,0.220006672,843.4217293,"('dwtype', 'nveh', 'nftw', 'nptw', 'nchild')",,,,
946,5,0.994833307,0.521988306,795.485575,"('dwtype', 'nveh', 'nftw', 'nptw', 'n65+')",,,,
947,5,0.993865384,-0.088550394,944.5110141,"('dwtype', 'nveh', 'nftw', 'nwah', 'nstud')",,,,
948,5,0.993889404,0.014584151,940.8128815,"('dwtype', 'nveh', 'nftw', 'nwah', 'nfem')",,,,
949,5,0.99361727,-0.093659622,982.7116636,"('dwtype', 'nveh', 'nftw', 'nwah', 'nmale')",,,,
950,5,0.994176518,-0.118402481,896.6075171,"('dwtype', 'nveh', 'nftw', 'nwah', 'nchild')",,,,
951,5,0.993626412,0.132398939,981.3042258,"('dwtype', 'nveh', 'nftw', 'nwah', 'n65+')",,,,
952,5,0.993563958,-0.147977526,990.9199192,"('dwtype', 'nveh', 'nftw', 'nstud', 'nfem')",,,,
953,5,0.993687025,0.072844225,971.9718963,"('dwtype', 'nveh', 'nftw', 'nstud', 'nmale')",,,,
954,5,0.993676336,-0.217100032,973.6177287,"('dwtype', 'nveh', 'nftw', 'nstud', 'nchild')",,,,
955,5,0.993851576,0.04878492,946.6370399,"('dwtype', 'nveh', 'nftw', 'nstud', 'n65+')",,,,
956,5,0.993551403,0.055146565,992.8528153,"('dwtype', 'nveh', 'nftw', 'nfem', 'nmale')",,,,
957,5,0.993675449,-0.243153528,973.7541759,"('dwtype', 'nveh', 'nftw', 'nfem', 'nchild')",,,,
958,5,0.994233535,0.446245106,887.8289983,"('dwtype', 'nveh', 'nftw', 'nfem', 'n65+')",,,,
959,5,0.993870954,0.079828874,943.653413,"('dwtype', 'nveh', 'nftw', 'nmale', 'nchild')",,,,
960,5,0.993424083,-0.124039443,1012.455598,"('dwtype', 'nveh', 'nftw', 'nmale', 'n65+')",,,,
961,5,0.994264457,0.117497845,883.0680939,"('dwtype', 'nveh', 'nftw', 'nchild', 'n65+')",,,,
962,5,0.985816704,1.21879615,2183.719446,"('dwtype', 'nveh', 'nptw', 'nwah', 'nstud')",,,,
963,5,0.98658364,1.178093145,2065.638742,"('dwtype', 'nveh', 'nptw', 'nwah', 'nfem')",,,,
964,5,0.989282665,-0.125426179,1650.085569,"('dwtype', 'nveh', 'nptw', 'nwah', 'nmale')",,,,
965,5,0.986852261,0.951961151,2024.280655,"('dwtype', 'nveh', 'nptw', 'nwah', 'nchild')",,,,
966,5,0.986775108,2.08745983,2036.159576,"('dwtype', 'nveh', 'nptw', 'nwah', 'n65+')",,,,
967,5,0.984421619,1.181613455,2398.512555,"('dwtype', 'nveh', 'nptw', 'nstud', 'nfem')",,,,
968,5,0.988539587,-0.126153403,1764.492901,"('dwtype', 'nveh', 'nptw', 'nstud', 'nmale')",,,,
969,5,0.984088947,1.028824429,2449.732104,"('dwtype', 'nveh', 'nptw', 'nstud', 'nchild')",,,,
970,5,0.986020763,1.519491584,2152.301554,"('dwtype', 'nveh', 'nptw', 'nstud', 'n65+')",,,,
971,5,0.987750098,-0.274643205,1886.046058,"('dwtype', 'nveh', 'nptw', 'nfem', 'nmale')",,,,
972,5,0.984419606,1.14541511,2398.822458,"('dwtype', 'nveh', 'nptw', 'nfem', 'nchild')",,,,
973,5,0.989352286,1.79188062,1639.366468,"('dwtype', 'nveh', 'nptw', 'nfem', 'n65+')",,,,
974,5,0.987912519,-0.257699666,1861.03893,"('dwtype', 'nveh', 'nptw', 'nmale', 'nchild')",,,,
975,5,0.991264968,0.16104168,1344.882,"('dwtype', 'nveh', 'nptw', 'nmale', 'n65+')",,,,
976,5,0.98758996,1.521910953,1910.701484,"('dwtype', 'nveh', 'nptw', 'nchild', 'n65+')",,,,
977,5,0.986476999,1.039371302,2082.057558,"('dwtype', 'nveh', 'nwah', 'nstud', 'nfem')",,,,
978,5,0.989320331,-0.428440067,1644.286304,"('dwtype', 'nveh', 'nwah', 'nstud', 'nmale')",,,,
979,5,0.986749652,0.79621377,2040.078803,"('dwtype', 'nveh', 'nwah', 'nstud', 'nchild')",,,,
980,5,0.987527147,1.305460475,1920.372387,"('dwtype', 'nveh', 'nwah', 'nstud', 'n65+')",,,,
981,5,0.989202607,-0.245183323,1662.411713,"('dwtype', 'nveh', 'nwah', 'nfem', 'nmale')",,,,
982,5,0.986783809,0.841377524,2034.819825,"('dwtype', 'nveh', 'nwah', 'nfem', 'nchild')",,,,
983,5,0.990757878,1.791456026,1422.955688,"('dwtype', 'nveh', 'nwah', 'nfem', 'n65+')",,,,
984,5,0.989170915,-0.290528498,1667.291116,"('dwtype', 'nveh', 'nwah', 'nmale', 'nchild')",,,,
985,5,0.991944821,-0.080402363,1240.209003,"('dwtype', 'nveh', 'nwah', 'nmale', 'n65+')",,,,
986,5,0.990212296,1.299428126,1506.955661,"('dwtype', 'nveh', 'nwah', 'nchild', 'n65+')",,,,
987,5,0.988068725,-0.454602531,1836.988798,"('dwtype', 'nveh', 'nstud', 'nfem', 'nmale')",,,,
988,5,0.984260244,0.92417079,2423.358476,"('dwtype', 'nveh', 'nstud', 'nfem', 'nchild')",,,,
989,5,0.98937209,1.849539013,1636.317283,"('dwtype', 'nveh', 'nstud', 'nfem', 'n65+')",,,,
990,5,0.987703935,-0.604179477,1893.153489,"('dwtype', 'nveh', 'nstud', 'nmale', 'nchild')",,,,
991,5,0.99085167,-0.20039978,1408.51505,"('dwtype', 'nveh', 'nstud', 'nmale', 'n65+')",,,,
992,5,0.987581246,1.242567948,1912.043138,"('dwtype', 'nveh', 'nstud', 'nchild', 'n65+')",,,,
993,5,0.987955901,-0.365621173,1854.359736,"('dwtype', 'nveh', 'nfem', 'nmale', 'nchild')",,,,
994,5,0.992451931,0.424701896,1162.13219,"('dwtype', 'nveh', 'nfem', 'nmale', 'n65+')",,,,
995,5,0.989352786,1.788177149,1639.289476,"('dwtype', 'nveh', 'nfem', 'nchild', 'n65+')",,,,
996,5,0.991233227,-0.019973495,1349.768969,"('dwtype', 'nveh', 'nmale', 'nchild', 'n65+')",,,,
997,5,0.995195753,0.500122876,739.6818613,"('dwtype', 'nlic', 'nftw', 'nptw', 'nwah')",,,,
998,5,0.995359026,0.714503702,714.5437175,"('dwtype', 'nlic', 'nftw', 'nptw', 'nstud')",,,,
999,5,0.995276642,0.563788081,727.2278476,"('dwtype', 'nlic', 'nftw', 'nptw', 'nfem')",,,,
1000,5,0.995418493,0.866155674,705.3878421,"('dwtype', 'nlic', 'nftw', 'nptw', 'nmale')",,,,
1001,5,0.995197331,0.536014341,739.4389262,"('dwtype', 'nlic', 'nftw', 'nptw', 'nchild')",,,,
1002,5,0.995415883,0.744646626,705.7897173,"('dwtype', 'nlic', 'nftw', 'nptw', 'n65+')",,,,
1003,5,0.993979277,0.085013788,926.9755494,"('dwtype', 'nlic', 'nftw', 'nwah', 'nstud')",,,,
1004,5,0.993952293,0.206022536,931.1301126,"('dwtype', 'nlic', 'nftw', 'nwah', 'nfem')",,,,
1005,5,0.993563432,0.101554335,991.0008827,"('dwtype', 'nlic', 'nftw', 'nwah', 'nmale')",,,,
1006,5,0.99405686,0.078210957,915.0306444,"('dwtype', 'nlic', 'nftw', 'nwah', 'nchild')",,,,
1007,5,0.993523248,0.276161855,997.1877165,"('dwtype', 'nlic', 'nftw', 'nwah', 'n65+')",,,,
1008,5,0.99399796,0.103623666,924.0990977,"('dwtype', 'nlic', 'nftw', 'nstud', 'nfem')",,,,
1009,5,0.994139736,0.330041364,902.2706227,"('dwtype', 'nlic', 'nftw', 'nstud', 'nmale')",,,,
1010,5,0.994039889,0.038929702,917.6434967,"('dwtype', 'nlic', 'nftw', 'nstud', 'nchild')",,,,
1011,5,0.994197751,0.263997899,893.3384146,"('dwtype', 'nlic', 'nftw', 'nstud', 'n65+')",,,,
