,n_variables,adjusted_r2,intercept,sum of squares,vars,,,,
2021,6,0.99403035,0.088162429,897.7375487,"('dwtype', 'nftw', 'nstud', 'nfem', 'nmale', 'nchild')",,,,
2022,6,0.994150578,0.345541813,879.6572312,"('dwtype', 'nftw', 'nstud', 'nfem', 'nmale', 'n65+')",,,,
2023,6,0.994213607,0.295236741,870.1786985,"('dwtype', 'nftw', 'nstud', 'nfem', 'nchild', 'n65+')",,,,
2024,6,0.994204469,0.249359573,871.5528459,"('dwtype', 'nftw', 'nstud', 'nmale', 'nchild', 'n65+')",,,,
2025,6,0.994212819,0.30855283,870.2972033,"('dwtype', 'nftw', 'nfem', 'nmale', 'nchild', 'n65+')",,,,
2026,6,0.988458575,0.652329651,1735.641069,"('dwtype', 'nptw', 'nwah', 'nstud', 'nfem', 'nmale')",,,,
2027,6,0.982372528,2.592645864,2650.882765,"('dwtype', 'nptw', 'nwah', 'nstud', 'nfem', 'nchild')",,,,
2028,6,0.988102652,3.026780421,1789.166145,"('dwtype', 'nptw', 'nwah', 'nstud', 'nfem', 'n65+')",,,,
2029,6,0.988126735,0.528755695,1785.544454,"('dwtype', 'nptw', 'nwah', 'nstud', 'nmale', 'nchild')",,,,
2030,6,0.991171414,0.798623212,1327.674616,"('dwtype', 'nptw', 'nwah', 'nstud', 'nmale', 'n65+')",,,,
2031,6,0.984385821,3.06318304,2348.116569,"('dwtype', 'nptw', 'nwah', 'nstud', 'nchild', 'n65+')",,,,
2032,6,0.987763573,0.324215898,1840.158042,"('dwtype', 'nptw', 'nwah', 'nfem', 'nmale', 'nchild')",,,,
2033,6,0.99212013,0.948937459,1185.003259,"('dwtype', 'nptw', 'nwah', 'nfem', 'nmale', 'n65+')",,,,
2034,6,0.988159001,2.885143283,1780.692125,"('dwtype', 'nptw', 'nwah', 'nfem', 'nchild', 'n65+')",,,,
2035,6,0.990756284,0.792589982,1390.103286,"('dwtype', 'nptw', 'nwah', 'nmale', 'nchild', 'n65+')",,,,
2036,6,0.988703897,0.230115906,1698.748783,"('dwtype', 'nptw', 'nstud', 'nfem', 'nmale', 'nchild')",,,,
2037,6,0.993352385,0.864241445,999.6923545,"('dwtype', 'nptw', 'nstud', 'nfem', 'nmale', 'n65+')",,,,
2038,6,0.988096955,2.819401373,1790.022873,"('dwtype', 'nptw', 'nstud', 'nfem', 'nchild', 'n65+')",,,,
2039,6,0.991121863,0.690869115,1335.126337,"('dwtype', 'nptw', 'nstud', 'nmale', 'nchild', 'n65+')",,,,
2040,6,0.992538766,0.63748075,1122.047307,"('dwtype', 'nptw', 'nfem', 'nmale', 'nchild', 'n65+')",,,,
2041,6,0.987920683,0.10363656,1816.531247,"('dwtype', 'nwah', 'nstud', 'nfem', 'nmale', 'nchild')",,,,
2042,6,0.993244219,0.924561691,1015.95878,"('dwtype', 'nwah', 'nstud', 'nfem', 'nmale', 'n65+')",,,,
2043,6,0.988099833,2.860674883,1789.590064,"('dwtype', 'nwah', 'nstud', 'nfem', 'nchild', 'n65+')",,,,
2044,6,0.990075323,0.501090742,1492.508753,"('dwtype', 'nwah', 'nstud', 'nmale', 'nchild', 'n65+')",,,,
2045,6,0.992708768,0.807795291,1096.481701,"('dwtype', 'nwah', 'nfem', 'nmale', 'nchild', 'n65+')",,,,
2046,6,0.993473987,0.617435986,981.4053358,"('dwtype', 'nstud', 'nfem', 'nmale', 'nchild', 'n65+')",,,,
2047,6,0.992998498,-0.167892185,1052.911068,"('npers', 'nveh', 'nlic', 'nftw', 'nptw', 'nwah')",,,,
2048,6,0.993500767,0.107455957,977.378163,"('npers', 'nveh', 'nlic', 'nftw', 'nptw', 'nstud')",,,,
2049,6,0.993115526,0.089241226,1035.312073,"('npers', 'nveh', 'nlic', 'nftw', 'nptw', 'nfem')",,,,
2050,6,0.993156704,0.117093512,1029.119611,"('npers', 'nveh', 'nlic', 'nftw', 'nptw', 'nmale')",,,,
2051,6,0.992994409,-0.15531649,1053.526118,"('npers', 'nveh', 'nlic', 'nftw', 'nptw', 'nchild')",,,,
2052,6,0.993457583,-0.038354734,983.872193,"('npers', 'nveh', 'nlic', 'nftw', 'nptw', 'n65+')",,,,
2053,6,0.99176176,-0.813111421,1238.896202,"('npers', 'nveh', 'nlic', 'nftw', 'nwah', 'nstud')",,,,
2054,6,0.991870972,-0.535310843,1222.47249,"('npers', 'nveh', 'nlic', 'nftw', 'nwah', 'nfem')",,,,
2055,6,0.991978116,-0.453790671,1206.359905,"('npers', 'nveh', 'nlic', 'nftw', 'nwah', 'nmale')",,,,
2056,6,0.991712869,-0.828900826,1246.248665,"('npers', 'nveh', 'nlic', 'nftw', 'nwah', 'nchild')",,,,
2057,6,0.991676646,-0.87213325,1251.695952,"('npers', 'nveh', 'nlic', 'nftw', 'nwah', 'n65+')",,,,
2058,6,0.991780196,-0.560719179,1236.123757,"('npers', 'nveh', 'nlic', 'nftw', 'nstud', 'nfem')",,,,
2059,6,0.991886892,-0.477109113,1220.078443,"('npers', 'nveh', 'nlic', 'nftw', 'nstud', 'nmale')",,,,
2060,6,0.991708566,-0.805690307,1246.895815,"('npers', 'nveh', 'nlic', 'nftw', 'nstud', 'nchild')",,,,
2061,6,0.991593509,-0.862984205,1264.198389,"('npers', 'nveh', 'nlic', 'nftw', 'nstud', 'n65+')",,,,
2062,6,0.9924442,-0.446822787,1136.268484,"('npers', 'nveh', 'nlic', 'nftw', 'nfem', 'nmale')",,,,
2063,6,0.991878458,-0.488213646,1221.34684,"('npers', 'nveh', 'nlic', 'nftw', 'nfem', 'nchild')",,,,
2064,6,0.991769649,-0.573703548,1237.709942,"('npers', 'nveh', 'nlic', 'nftw', 'nfem', 'n65+')",,,,
2065,6,0.991995305,-0.402001509,1203.774859,"('npers', 'nveh', 'nlic', 'nftw', 'nmale', 'nchild')",,,,
2066,6,0.991884152,-0.489888244,1220.490521,"('npers', 'nveh', 'nlic', 'nftw', 'nmale', 'n65+')",,,,
2067,6,0.991641268,-0.836890225,1257.016255,"('npers', 'nveh', 'nlic', 'nftw', 'nchild', 'n65+')",,,,
2068,6,0.984969115,-0.16912252,2260.398642,"('npers', 'nveh', 'nlic', 'nptw', 'nwah', 'nstud')",,,,
2069,6,0.980327314,-1.819076501,2958.449411,"('npers', 'nveh', 'nlic', 'nptw', 'nwah', 'nfem')",,,,
2070,6,0.980187111,-1.772333822,2979.533789,"('npers', 'nveh', 'nlic', 'nptw', 'nwah', 'nmale')",,,,
2071,6,0.983675008,-0.815435481,2455.011131,"('npers', 'nveh', 'nlic', 'nptw', 'nwah', 'nchild')",,,,
2072,6,0.982246899,-1.245551408,2669.775374,"('npers', 'nveh', 'nlic', 'nptw', 'nwah', 'n65+')",,,,
2073,6,0.983841756,-0.964201331,2429.934968,"('npers', 'nveh', 'nlic', 'nptw', 'nstud', 'nfem')",,,,
2074,6,0.983694484,-0.92172773,2452.082254,"('npers', 'nveh', 'nlic', 'nptw', 'nstud', 'nmale')",,,,
2075,6,0.986530934,-0.046423064,2025.526721,"('npers', 'nveh', 'nlic', 'nptw', 'nstud', 'nchild')",,,,
2076,6,0.98728867,-0.089242193,1911.575697,"('npers', 'nveh', 'nlic', 'nptw', 'nstud', 'n65+')",,,,
2077,6,0.977797846,-2.197008455,3338.840036,"('npers', 'nveh', 'nlic', 'nptw', 'nfem', 'nmale')",,,,
2078,6,0.983489311,-1.108254501,2482.936908,"('npers', 'nveh', 'nlic', 'nptw', 'nfem', 'nchild')",,,,
2079,6,0.980326319,-1.808237987,2958.59917,"('npers', 'nveh', 'nlic', 'nptw', 'nfem', 'n65+')",,,,
2080,6,0.983411569,-1.051973811,2494.628032,"('npers', 'nveh', 'nlic', 'nptw', 'nmale', 'nchild')",,,,
2081,6,0.980282439,-1.780717626,2965.19797,"('npers', 'nveh', 'nlic', 'nptw', 'nmale', 'n65+')",,,,
2082,6,0.9871673,-0.701709673,1929.827665,"('npers', 'nveh', 'nlic', 'nptw', 'nchild', 'n65+')",,,,
2083,6,0.984905079,-1.3256626,2270.028679,"('npers', 'nveh', 'nlic', 'nwah', 'nstud', 'nfem')",,,,
2084,6,0.984728624,-1.265672763,2296.56461,"('npers', 'nveh', 'nlic', 'nwah', 'nstud', 'nmale')",,,,
2085,6,0.986389169,-0.604245287,2046.845931,"('npers', 'nveh', 'nlic', 'nwah', 'nstud', 'nchild')",,,,
2086,6,0.988488931,-0.462297264,1731.076048,"('npers', 'nveh', 'nlic', 'nwah', 'nstud', 'n65+')",,,,
2087,6,0.980602209,-1.746697738,2917.109773,"('npers', 'nveh', 'nlic', 'nwah', 'nfem', 'nmale')",,,,
2088,6,0.983892479,-1.140910277,2422.307117,"('npers', 'nveh', 'nlic', 'nwah', 'nfem', 'nchild')",,,,
2089,6,0.982391309,-1.407419501,2648.058527,"('npers', 'nveh', 'nlic', 'nwah', 'nfem', 'n65+')",,,,
2090,6,0.983814229,-1.081385354,2434.074646,"('npers', 'nveh', 'nlic', 'nwah', 'nmale', 'nchild')",,,,
2091,6,0.982355042,-1.388531226,2653.512456,"('npers', 'nveh', 'nlic', 'nwah', 'nmale', 'n65+')",,,,
2092,6,0.987189588,-0.559540732,1926.475948,"('npers', 'nveh', 'nlic', 'nwah', 'nchild', 'n65+')",,,,
2093,6,0.983124763,-1.545561993,2537.759024,"('npers', 'nveh', 'nlic', 'nstud', 'nfem', 'nmale')",,,,
2094,6,0.985973573,-0.979510994,2109.344642,"('npers', 'nveh', 'nlic', 'nstud', 'nfem', 'nchild')",,,,
2095,6,0.986913147,-0.911590423,1968.048178,"('npers', 'nveh', 'nlic', 'nstud', 'nfem', 'n65+')",,,,
2096,6,0.985873587,-0.901681587,2124.380916,"('npers', 'nveh', 'nlic', 'nstud', 'nmale', 'nchild')",,,,
2097,6,0.986868358,-0.876683642,1974.783659,"('npers', 'nveh', 'nlic', 'nstud', 'nmale', 'n65+')",,,,
2098,6,0.99089489,-0.267389987,1369.259289,"('npers', 'nveh', 'nlic', 'nstud', 'nchild', 'n65+')",,,,
2099,6,0.984002535,-1.066314642,2405.756514,"('npers', 'nveh', 'nlic', 'nfem', 'nmale', 'nchild')",,,,
2100,6,0.980209281,-1.679303746,2976.199767,"('npers', 'nveh', 'nlic', 'nfem', 'nmale', 'n65+')",,,,
2101,6,0.987109097,-0.508676792,1938.580455,"('npers', 'nveh', 'nlic', 'nfem', 'nchild', 'n65+')",,,,
2102,6,0.987116906,-0.477951306,1937.406108,"('npers', 'nveh', 'nlic', 'nmale', 'nchild', 'n65+')",,,,
2103,6,0.993511446,0.140790218,975.7721971,"('npers', 'nveh', 'nftw', 'nptw', 'nwah', 'nstud')",,,,
2104,6,0.99311274,0.108064665,1035.731059,"('npers', 'nveh', 'nftw', 'nptw', 'nwah', 'nfem')",,,,
2105,6,0.993159523,0.138091896,1028.695562,"('npers', 'nveh', 'nftw', 'nptw', 'nwah', 'nmale')",,,,
2106,6,0.992966436,-0.146395236,1057.732762,"('npers', 'nveh', 'nftw', 'nptw', 'nwah', 'nchild')",,,,
2107,6,0.993265682,-0.03124006,1012.731062,"('npers', 'nveh', 'nftw', 'nptw', 'nwah', 'n65+')",,,,
2108,6,0.993441426,0.269913021,986.302076,"('npers', 'nveh', 'nftw', 'nptw', 'nstud', 'nfem')",,,,
2109,6,0.993475083,0.301291784,981.2405116,"('npers', 'nveh', 'nftw', 'nptw', 'nstud', 'nmale')",,,,
2110,6,0.993383009,0.126886995,995.0870278,"('npers', 'nveh', 'nftw', 'nptw', 'nstud', 'nchild')",,,,
2111,6,0.993424246,0.125349098,988.8855992,"('npers', 'nveh', 'nftw', 'nptw', 'nstud', 'n65+')",,,,
2112,6,0.993290719,0.070067801,1008.965917,"('npers', 'nveh', 'nftw', 'nptw', 'nfem', 'nmale')",,,,
2113,6,0.993071155,0.132700832,1041.98472,"('npers', 'nveh', 'nftw', 'nptw', 'nfem', 'nchild')",,,,
2114,6,0.993339453,0.209293975,1001.63702,"('npers', 'nveh', 'nftw', 'nptw', 'nfem', 'n65+')",,,,
2115,6,0.993121969,0.166865229,1034.343107,"('npers', 'nveh', 'nftw', 'nptw', 'nmale', 'nchild')",,,,
2116,6,0.993398329,0.252988923,992.7830723,"('npers', 'nveh', 'nftw', 'nptw', 'nmale', 'n65+')",,,,
2117,6,0.993405292,-0.008984954,991.7359081,"('npers', 'nveh', 'nftw', 'nptw', 'nchild', 'n65+')",,,,
2118,6,0.991898451,-0.511285411,1218.340204,"('npers', 'nveh', 'nftw', 'nwah', 'nstud', 'nfem')",,,,
2119,6,0.992006154,-0.427324568,1202.143383,"('npers', 'nveh', 'nftw', 'nwah', 'nstud', 'nmale')",,,,
2120,6,0.991745408,-0.772970594,1241.35525,"('npers', 'nveh', 'nftw', 'nwah', 'nstud', 'nchild')",,,,
2121,6,0.99175779,-0.765761427,1239.493231,"('npers', 'nveh', 'nftw', 'nwah', 'nstud', 'n65+')",,,,
2122,6,0.992555673,-0.431615082,1119.50471,"('npers', 'nveh', 'nftw', 'nwah', 'nfem', 'nmale')",,,,
2123,6,0.991879457,-0.477529399,1221.196595,"('npers', 'nveh', 'nftw', 'nwah', 'nfem', 'nchild')",,,,
2124,6,0.991854135,-0.518759356,1225.004526,"('npers', 'nveh', 'nftw', 'nwah', 'nfem', 'n65+')",,,,
2125,6,0.991998561,-0.388538303,1203.285323,"('npers', 'nveh', 'nftw', 'nwah', 'nmale', 'nchild')",,,,
2126,6,0.991968991,-0.436447363,1207.732114,"('npers', 'nveh', 'nftw', 'nwah', 'nmale', 'n65+')",,,,
2127,6,0.991658369,-0.8141495,1254.444521,"('npers', 'nveh', 'nftw', 'nwah', 'nchild', 'n65+')",,,,
2128,6,0.99250924,-0.432912616,1126.487569,"('npers', 'nveh', 'nftw', 'nstud', 'nfem', 'nmale')",,,,
2129,6,0.991762295,-0.474340192,1238.815848,"('npers', 'nveh', 'nftw', 'nstud', 'nfem', 'nchild')",,,,
2130,6,0.991715058,-0.522169384,1245.919526,"('npers', 'nveh', 'nftw', 'nstud', 'nfem', 'n65+')",,,,
2131,6,0.991889448,-0.380597487,1219.69409,"('npers', 'nveh', 'nftw', 'nstud', 'nmale', 'nchild')",,,,
2132,6,0.99182981,-0.440605379,1228.662603,"('npers', 'nveh', 'nftw', 'nstud', 'nmale', 'n65+')",,,,
2133,6,0.991688064,-0.640346227,1249.978846,"('npers', 'nveh', 'nftw', 'nstud', 'nchild', 'n65+')",,,,
2134,6,0.992572838,-0.349044006,1116.92335,"('npers', 'nveh', 'nftw', 'nfem', 'nmale', 'nchild')",,,,
2135,6,0.992569988,-0.449840369,1117.352052,"('npers', 'nveh', 'nftw', 'nfem', 'nmale', 'n65+')",,,,
2136,6,0.99176834,-0.441939521,1237.90671,"('npers', 'nveh', 'nftw', 'nfem', 'nchild', 'n65+')",,,,
2137,6,0.991892393,-0.358355197,1219.251128,"('npers', 'nveh', 'nftw', 'nmale', 'nchild', 'n65+')",,,,
2138,6,0.98440435,-1.105556584,2345.330051,"('npers', 'nveh', 'nptw', 'nwah', 'nstud', 'nfem')",,,,
2139,6,0.984322471,-1.064734779,2357.643362,"('npers', 'nveh', 'nptw', 'nwah', 'nstud', 'nmale')",,,,
2140,6,0.98702609,-0.023580012,1951.063337,"('npers', 'nveh', 'nptw', 'nwah', 'nstud', 'nchild')",,,,
2141,6,0.986935899,-0.162265822,1964.626597,"('npers', 'nveh', 'nptw', 'nwah', 'nstud', 'n65+')",,,,
2142,6,0.972370649,-3.501983557,4155.001459,"('npers', 'nveh', 'nptw', 'nwah', 'nfem', 'nmale')",,,,
2143,6,0.983483405,-1.204151007,2483.825059,"('npers', 'nveh', 'nptw', 'nwah', 'nfem', 'nchild')",,,,
2144,6,0.974385806,-3.302769278,3851.954952,"('npers', 'nveh', 'nptw', 'nwah', 'nfem', 'n65+')",,,,
2145,6,0.98340766,-1.153954484,2495.215989,"('npers', 'nveh', 'nptw', 'nwah', 'nmale', 'nchild')",,,,
2146,6,0.974548927,-3.26453963,3827.42417,"('npers', 'nveh', 'nptw', 'nwah', 'nmale', 'n65+')",,,,
2147,6,0.987076135,-0.748424193,1943.537441,"('npers', 'nveh', 'nptw', 'nwah', 'nchild', 'n65+')",,,,
2148,6,0.982428985,-1.336897902,2642.392687,"('npers', 'nveh', 'nptw', 'nstud', 'nfem', 'nmale')",,,,
2149,6,0.986994714,-0.423044148,1955.78177,"('npers', 'nveh', 'nptw', 'nstud', 'nfem', 'nchild')",,,,
2150,6,0.986454963,-0.755797755,2036.951552,"('npers', 'nveh', 'nptw', 'nstud', 'nfem', 'n65+')",,,,
2151,6,0.986891989,-0.373236163,1971.229951,"('npers', 'nveh', 'nptw', 'nstud', 'nmale', 'nchild')",,,,
2152,6,0.986484997,-0.736071046,2032.434951,"('npers', 'nveh', 'nptw', 'nstud', 'nmale', 'n65+')",,,,
2153,6,0.991364056,0.205386951,1298.70437,"('npers', 'nveh', 'nptw', 'nstud', 'nchild', 'n65+')",,,,
2154,6,0.98369949,-1.216851145,2451.329499,"('npers', 'nveh', 'nptw', 'nfem', 'nmale', 'nchild')",,,,
2155,6,0.972898654,-3.352193984,4075.598219,"('npers', 'nveh', 'nptw', 'nfem', 'nmale', 'n65+')",,,,
2156,6,0.987066053,-0.664001635,1945.053606,"('npers', 'nveh', 'nptw', 'nfem', 'nchild', 'n65+')",,,,
2157,6,0.987079518,-0.637173762,1943.028653,"('npers', 'nveh', 'nptw', 'nmale', 'nchild', 'n65+')",,,,
2158,6,0.983369133,-1.742717918,2501.009781,"('npers', 'nveh', 'nwah', 'nstud', 'nfem', 'nmale')",,,,
2159,6,0.986558433,-0.957142938,2021.391368,"('npers', 'nveh', 'nwah', 'nstud', 'nfem', 'nchild')",,,,
2160,6,0.987076467,-1.084272945,1943.487547,"('npers', 'nveh', 'nwah', 'nstud', 'nfem', 'n65+')",,,,
2161,6,0.986454102,-0.883964541,2037.081047,"('npers', 'nveh', 'nwah', 'nstud', 'nmale', 'nchild')",,,,
2162,6,0.987043267,-1.06630529,1948.480229,"('npers', 'nveh', 'nwah', 'nstud', 'nmale', 'n65+')",,,,
2163,6,0.99107609,-0.252907245,1342.009781,"('npers', 'nveh', 'nwah', 'nstud', 'nchild', 'n65+')",,,,
2164,6,0.983818769,-1.145431908,2433.391882,"('npers', 'nveh', 'nwah', 'nfem', 'nmale', 'nchild')",,,,
2165,6,0.974018287,-2.929719963,3907.223717,"('npers', 'nveh', 'nwah', 'nfem', 'nmale', 'n65+')",,,,
2166,6,0.986964353,-0.554140816,1960.347594,"('npers', 'nveh', 'nwah', 'nfem', 'nchild', 'n65+')",,,,
2167,6,0.986966582,-0.532983963,1960.012473,"('npers', 'nveh', 'nwah', 'nmale', 'nchild', 'n65+')",,,,
2168,6,0.986848955,-0.84577948,1977.70164,"('npers', 'nveh', 'nstud', 'nfem', 'nmale', 'nchild')",,,,
2169,6,0.985631826,-1.255792029,2160.737875,"('npers', 'nveh', 'nstud', 'nfem', 'nmale', 'n65+')",,,,
2170,6,0.990893757,-0.14448448,1369.429677,"('npers', 'nveh', 'nstud', 'nfem', 'nchild', 'n65+')",,,,
2171,6,0.990920703,-0.092491712,1365.377428,"('npers', 'nveh', 'nstud', 'nmale', 'nchild', 'n65+')",,,,
2172,6,0.987001733,-0.537149246,1954.726332,"('npers', 'nveh', 'nfem', 'nmale', 'nchild', 'n65+')",,,,
2173,6,0.993559497,0.063325112,968.5461031,"('npers', 'nlic', 'nftw', 'nptw', 'nwah', 'nstud')",,,,
2174,6,0.993038598,-0.10300199,1046.880789,"('npers', 'nlic', 'nftw', 'nptw', 'nwah', 'nfem')",,,,
2175,6,0.993075581,-0.079515708,1041.319151,"('npers', 'nlic', 'nftw', 'nptw', 'nwah', 'nmale')",,,,
2176,6,0.99294702,-0.284473758,1060.65263,"('npers', 'nlic', 'nftw', 'nptw', 'nwah', 'nchild')",,,,
2177,6,0.99344853,-0.099317905,985.233748,"('npers', 'nlic', 'nftw', 'nptw', 'nwah', 'n65+')",,,,
2178,6,0.993485079,0.098195145,979.7372674,"('npers', 'nlic', 'nftw', 'nptw', 'nstud', 'nfem')",,,,
2179,6,0.993505854,0.119732642,976.613051,"('npers', 'nlic', 'nftw', 'nptw', 'nstud', 'nmale')",,,,
2180,6,0.993497956,0.04699264,977.8007621,"('npers', 'nlic', 'nftw', 'nptw', 'nstud', 'nchild')",,,,
2181,6,0.993610884,0.031169124,960.8182857,"('npers', 'nlic', 'nftw', 'nptw', 'nstud', 'n65+')",,,,
2182,6,0.99313279,-0.191310237,1032.7158,"('npers', 'nlic', 'nftw', 'nptw', 'nfem', 'nmale')",,,,
2183,6,0.99305409,-0.056531357,1044.551015,"('npers', 'nlic', 'nftw', 'nptw', 'nfem', 'nchild')",,,,
2184,6,0.993530137,0.075600591,972.9612663,"('npers', 'nlic', 'nftw', 'nptw', 'nfem', 'n65+')",,,,
2185,6,0.993095652,-0.029151369,1038.300706,"('npers', 'nlic', 'nftw', 'nptw', 'nmale', 'nchild')",,,,
2186,6,0.993574154,0.110143745,966.3419538,"('npers', 'nlic', 'nftw', 'nptw', 'nmale', 'n65+')",,,,
2187,6,0.993540539,-0.123616295,971.397005,"('npers', 'nlic', 'nftw', 'nptw', 'nchild', 'n65+')",,,,
2188,6,0.991921625,-0.514848996,1214.855179,"('npers', 'nlic', 'nftw', 'nwah', 'nstud', 'nfem')",,,,
2189,6,0.992024947,-0.442100975,1199.317201,"('npers', 'nlic', 'nftw', 'nwah', 'nstud', 'nmale')",,,,
2190,6,0.991788247,-0.736592466,1234.913036,"('npers', 'nlic', 'nftw', 'nwah', 'nstud', 'nchild')",,,,
2191,6,0.991763956,-0.756347063,1238.566037,"('npers', 'nlic', 'nftw', 'nwah', 'nstud', 'n65+')",,,,
2192,6,0.99253434,-0.497229667,1122.71288,"('npers', 'nlic', 'nftw', 'nwah', 'nfem', 'nmale')",,,,
2193,6,0.991936257,-0.476442755,1212.654771,"('npers', 'nlic', 'nftw', 'nwah', 'nfem', 'nchild')",,,,
2194,6,0.991881306,-0.544694047,1220.918487,"('npers', 'nlic', 'nftw', 'nwah', 'nfem', 'n65+')",,,,
2195,6,0.992050029,-0.399543618,1195.545278,"('npers', 'nlic', 'nftw', 'nwah', 'nmale', 'nchild')",,,,
2196,6,0.991992324,-0.469839491,1204.223202,"('npers', 'nlic', 'nftw', 'nwah', 'nmale', 'n65+')",,,,
2197,6,0.991707993,-0.803308171,1246.981951,"('npers', 'nlic', 'nftw', 'nwah', 'nchild', 'n65+')",,,,
2198,6,0.992483642,-0.52979848,1130.336965,"('npers', 'nlic', 'nftw', 'nstud', 'nfem', 'nmale')",,,,
2199,6,0.991907245,-0.475725765,1217.017632,"('npers', 'nlic', 'nftw', 'nstud', 'nfem', 'nchild')",,,,
2200,6,0.991777207,-0.59574868,1236.573287,"('npers', 'nlic', 'nftw', 'nstud', 'nfem', 'n65+')",,,,
2201,6,0.992021507,-0.39666645,1199.834607,"('npers', 'nlic', 'nftw', 'nstud', 'nmale', 'nchild')",,,,
2202,6,0.991884137,-0.523850215,1220.492699,"('npers', 'nlic', 'nftw', 'nstud', 'nmale', 'n65+')",,,,
2203,6,0.991811529,-0.639343298,1231.411763,"('npers', 'nlic', 'nftw', 'nstud', 'nchild', 'n65+')",,,,
2204,6,0.992588741,-0.419347634,1114.53186,"('npers', 'nlic', 'nftw', 'nfem', 'nmale', 'nchild')",,,,
2205,6,0.992582754,-0.534305375,1115.432147,"('npers', 'nlic', 'nftw', 'nfem', 'nmale', 'n65+')",,,,
2206,6,0.991882124,-0.486076276,1220.795524,"('npers', 'nlic', 'nftw', 'nfem', 'nchild', 'n65+')",,,,
2207,6,0.991995753,-0.413148852,1203.707591,"('npers', 'nlic', 'nftw', 'nmale', 'nchild', 'n65+')",,,,
2208,6,0.986069401,-0.790752067,2094.933735,"('npers', 'nlic', 'nptw', 'nwah', 'nstud', 'nfem')",,,,
2209,6,0.985929818,-0.749086969,2115.924766,"('npers', 'nlic', 'nptw', 'nwah', 'nstud', 'nmale')",,,,
2210,6,0.987141271,-0.012119725,1933.742033,"('npers', 'nlic', 'nptw', 'nwah', 'nstud', 'nchild')",,,,
2211,6,0.988842595,-0.162079767,1677.890882,"('npers', 'nlic', 'nptw', 'nwah', 'nstud', 'n65+')",,,,
2212,6,0.97996105,-2.411070025,3013.529643,"('npers', 'nlic', 'nptw', 'nwah', 'nfem', 'nmale')",,,,
2213,6,0.983811957,-1.263925658,2434.416347,"('npers', 'nlic', 'nptw', 'nwah', 'nfem', 'nchild')",,,,
2214,6,0.981550562,-2.215462027,2774.493102,"('npers', 'nlic', 'nptw', 'nwah', 'nfem', 'n65+')",,,,
2215,6,0.983730167,-1.210889184,2446.716234,"('npers', 'nlic', 'nptw', 'nwah', 'nmale', 'nchild')",,,,
2216,6,0.981492798,-2.187251393,2783.17981,"('npers', 'nlic', 'nptw', 'nwah', 'nmale', 'n65+')",,,,
2217,6,0.987076223,-0.917234708,1943.524229,"('npers', 'nlic', 'nptw', 'nwah', 'nchild', 'n65+')",,,,
2218,6,0.983504056,-1.445223464,2480.719533,"('npers', 'nlic', 'nptw', 'nstud', 'nfem', 'nmale')",,,,
2219,6,0.986984922,-0.470941773,1957.254304,"('npers', 'nlic', 'nptw', 'nstud', 'nfem', 'nchild')",,,,
2220,6,0.987066075,-0.937140657,1945.050327,"('npers', 'nlic', 'nptw', 'nstud', 'nfem', 'n65+')",,,,
2221,6,0.986880967,-0.424047339,1972.887556,"('npers', 'nlic', 'nptw', 'nstud', 'nmale', 'nchild')",,,,
2222,6,0.987042699,-0.913800226,1948.565655,"('npers', 'nlic', 'nptw', 'nstud', 'nmale', 'n65+')",,,,
2223,6,0.991356832,0.135425738,1299.790769,"('npers', 'nlic', 'nptw', 'nstud', 'nchild', 'n65+')",,,,
2224,6,0.98381467,-1.38129933,2434.008309,"('npers', 'nlic', 'nptw', 'nfem', 'nmale', 'nchild')",,,,
2225,6,0.977643297,-3.164145538,3362.081597,"('npers', 'nlic', 'nptw', 'nfem', 'nmale', 'n65+')",,,,
2226,6,0.986928532,-0.901696737,1965.734434,"('npers', 'nlic', 'nptw', 'nfem', 'nchild', 'n65+')",,,,
2227,6,0.986941411,-0.872475957,1963.797756,"('npers', 'nlic', 'nptw', 'nmale', 'nchild', 'n65+')",,,,
2228,6,0.985652139,-1.248487741,2157.683046,"('npers', 'nlic', 'nwah', 'nstud', 'nfem', 'nmale')",,,,
2229,6,0.986571072,-0.847584151,2019.490672,"('npers', 'nlic', 'nwah', 'nstud', 'nfem', 'nchild')",,,,
2230,6,0.988559284,-0.798008552,1720.496152,"('npers', 'nlic', 'nwah', 'nstud', 'nfem', 'n65+')",,,,
2231,6,0.986474548,-0.773192,2034.006253,"('npers', 'nlic', 'nwah', 'nstud', 'nmale', 'nchild')",,,,
2232,6,0.988517399,-0.763269964,1726.795006,"('npers', 'nlic', 'nwah', 'nstud', 'nmale', 'n65+')",,,,
2233,6,0.991071542,-0.23232686,1342.693727,"('npers', 'nlic', 'nwah', 'nstud', 'nchild', 'n65+')",,,,
2234,6,0.984261883,-1.217661731,2366.754824,"('npers', 'nlic', 'nwah', 'nfem', 'nmale', 'nchild')",,,,
2235,6,0.981087552,-2.110407395,2844.122149,"('npers', 'nlic', 'nwah', 'nfem', 'nmale', 'n65+')",,,,
2236,6,0.986905785,-0.777033458,1969.155314,"('npers', 'nlic', 'nwah', 'nfem', 'nchild', 'n65+')",,,,
2237,6,0.986904466,-0.754024874,1969.353669,"('npers', 'nlic', 'nwah', 'nmale', 'nchild', 'n65+')",,,,
2238,6,0.986873431,-0.842039024,1974.020739,"('npers', 'nlic', 'nstud', 'nfem', 'nmale', 'nchild')",,,,
